#{"t_start": 1595746395.970126, "env_id": "Hopper-v3"}
r,l,t
1.123659,169,6990.364749
6.739993,1000,7003.887513
6.546488,1000,7010.497385
2.61199,418,7013.16979
6.486246,933,7019.310198
5.695283,862,7025.030576
1.335458,236,7026.562572
6.799692,1000,7033.158591
6.58228,1000,7039.815112
4.027463,600,7043.796596
2.996081,452,7046.862482
1.990098,341,7049.067437
2.639139,443,7051.924806
4.457543,691,7056.505034
6.968886,1000,7063.181322
4.844184,693,7067.658865
3.455926,514,7077.855651
4.103239,626,7082.006427
2.206761,319,7084.177093
5.925612,867,7089.916486
3.761512,536,7093.396345
3.300216,487,7096.578965
2.528086,405,7099.2381
6.709013,1000,7105.956133
3.565435,565,7109.612011
1.93741,324,7111.792459
2.103576,347,7114.079237
2.820516,417,7116.89878
1.268022,212,7118.286374
2.149316,350,7120.532734
6.740342,1000,7127.210838
2.21417,334,7129.413586
3.968112,571,7133.223241
3.719523,520,7136.56055
6.707952,1000,7149.943528
1.781695,296,7151.722228
2.683519,389,7154.278691
2.379343,363,7156.623536
1.178275,210,7158.023516
2.028522,312,7160.141888
5.924698,836,7165.682792
4.917797,819,7171.10626
3.205449,497,7174.326808
1.574135,241,7175.996756
3.7959,588,7179.803495
2.541117,406,7182.524058
2.57529,398,7185.122812
6.843845,1000,7191.853656
3.813037,566,7195.514952
1.153421,226,7197.045534
6.377363,974,7203.446352
1.062413,161,7204.484528
2.954792,471,7207.646074
2.469917,407,7210.242578
1.883148,339,7212.569923
1.044141,200,7213.899284
1.149511,195,7222.029834
3.771725,608,7225.761782
5.835647,868,7231.458009
3.302165,510,7234.876513
5.531043,857,7240.513872
1.612589,264,7242.250626
2.53044,359,7244.66697
1.147667,189,7245.91002
1.556805,245,7247.499937
1.150961,187,7248.7217
1.154173,187,7250.03213
3.256727,488,7253.16908
2.249107,382,7255.674522
2.942457,478,7258.78145
3.03214,485,7262.014053
1.093991,215,7263.430517
6.713799,1000,7269.970786
3.147855,515,7273.38208
3.576442,566,7277.17475
5.351097,803,7282.515718
6.072892,849,7294.910102
6.067652,890,7300.365922
3.992914,600,7304.36789
3.068187,486,7307.608413
2.998937,456,7310.59306
2.637352,375,7313.032854
1.493503,245,7314.745427
2.285737,341,7316.953054
2.010107,339,7319.228921
2.142409,357,7321.543281
6.775151,1000,7328.093682
6.9708,1000,7334.738655
0.911096,174,7335.849994
1.606551,280,7337.685177
4.950287,759,7342.691926
6.48828,938,7348.852244
5.267207,752,7353.801931
5.714544,832,7359.28676
6.481703,1000,7372.433628
6.842831,1000,7378.889938
6.876835,1000,7385.445906
6.738881,1000,7392.022357
2.456548,422,7394.84515
3.426987,504,7398.110229
1.019715,177,7399.382024
2.575416,384,7401.862954
1.129285,187,7403.076327
6.796304,1000,7409.755733
3.158179,492,7412.948155
2.061834,319,7415.096901
3.631295,534,7418.542547
6.626982,1000,7425.1115
4.120571,640,7429.319803
3.004059,436,7439.097606
3.12909,485,7442.285056
3.873564,573,7445.740779
5.43022,853,7451.235511
6.708181,1000,7457.867646
6.483719,1000,7464.440272
2.038392,335,7466.610473
0.977076,185,7467.892051
4.108747,598,7471.770056
2.300569,363,7474.280427
2.603544,394,7476.792187
2.107829,318,7479.006454
2.313837,353,7481.297866
6.636997,1000,7487.889656
2.128895,341,7490.285762
3.105597,465,7493.330384
1.117347,216,7494.731932
1.198901,218,7496.261183
5.017653,766,7501.297294
1.635181,288,7503.159749
2.211842,309,7512.176504
3.638787,539,7515.609227
4.634808,716,7520.020422
4.417591,697,7524.475169
2.372021,367,7526.847748
3.803995,558,7530.568224
1.182535,202,7531.875426
2.023546,310,7533.962289
1.908724,348,7536.228938
1.078891,176,7537.363494
3.163609,455,7540.399034
1.47199,230,7541.883866
3.384567,529,7545.397126
3.055324,493,7548.597703
5.252425,757,7553.622303
4.114506,594,7557.565979
4.286587,614,7561.622533
3.57374,518,7565.114451
1.085763,203,7566.427135
1.611085,246,7568.027555
2.567295,403,7570.783299
3.093572,468,7573.813169
2.017358,319,7575.954538
2.752675,421,7585.548346
1.487295,221,7587.066614
5.540715,804,7592.120396
1.505043,292,7593.84901
3.22891,492,7597.056028
3.240706,481,7600.19247
6.751211,1000,7606.782759
6.805158,1000,7613.509089
1.678253,310,7615.503597
0.882433,206,7616.843326
6.555606,959,7623.076989
3.217282,504,7626.434683
1.103477,192,7627.698084
6.786104,1000,7634.249972
6.185449,914,7640.40389
4.706181,662,7644.712974
1.917064,328,7646.924934
3.570573,530,7657.268258
3.917268,584,7661.136222
6.496476,937,7666.977552
2.218731,380,7669.274943
1.289377,202,7670.580295
2.11837,350,7672.932518
2.325636,382,7675.397859
3.596514,562,7679.092758
5.410888,783,7684.243073
2.534246,381,7686.710912
2.53573,409,7689.495173
3.755264,574,7693.317858
2.655348,406,7695.94608
1.190555,180,7697.092052
1.159426,233,7698.728747
4.276994,667,7703.079568
1.582877,295,7705.028888
1.566802,277,7706.832676
1.364734,260,7708.532404
6.894753,1000,7715.218994
1.679663,294,7717.112906
1.677239,264,7718.806457
7.038055,1000,7732.293749
1.081774,194,7733.546243
3.204384,512,7736.968655
2.05157,321,7738.907142
0.949671,169,7739.919709
4.139433,603,7743.627529
3.136702,477,7746.83883
1.322465,274,7748.62539
2.913129,454,7751.580261
2.056504,360,7753.990767
0.988136,209,7755.332252
1.670255,281,7757.206289
2.408098,400,7759.826827
6.987285,1000,7766.385758
4.702153,710,7771.049588
1.744733,269,7772.815038
1.56093,236,7774.446232
1.090117,207,7775.796414
3.116067,445,7778.752885
1.169705,193,7779.985899
5.068404,754,7785.01323
2.106826,329,7787.15152
3.7255,536,7790.732372
1.094091,195,7791.988574
4.746184,692,7803.478225
2.682061,398,7806.18896
1.154331,219,7807.582045
1.040869,181,7808.759286
1.969203,326,7810.968135
5.735463,830,7816.01713
1.14056,212,7817.417924
3.217051,478,7820.524124
2.175081,321,7822.697678
4.772848,708,7827.343488
2.43546,389,7829.859524
6.77951,1000,7836.437325
3.676534,512,7839.837136
5.972827,864,7845.508465
5.795245,844,7851.106265
3.021216,492,7854.414235
1.446047,253,7856.022074
3.215291,468,7859.06835
1.066455,181,7860.341968
4.122669,598,7864.188432
4.200361,642,7875.355667
2.538835,383,7877.871896
5.060589,743,7882.807397
0.199801,41,7883.071411
6.173817,895,7888.679473
2.236667,355,7890.939507
1.321901,226,7892.349098
1.235686,254,7893.995154
5.803226,882,7899.846159
6.493033,957,7906.163378
3.830696,594,7910.19421
4.48486,685,7914.788132
2.689111,430,7917.57095
6.939111,1000,7924.21668
6.97974,1000,7930.836474
3.506005,534,7934.373734
3.82501,566,7938.026539
3.062521,466,7947.960588
3.525593,527,7951.4532
1.672108,288,7953.322327
1.429731,232,7954.819119
6.553454,1000,7961.324225
1.477448,232,7962.713114
4.007291,622,7966.583968
1.987585,306,7968.584536
2.807107,436,7971.514288
1.659512,275,7973.286882
6.630515,1000,7979.849435
5.413333,814,7985.230694
4.02388,622,7989.328046
3.540401,562,7993.050188
1.437252,239,7994.582576
3.617426,532,7998.149287
4.936455,714,8002.866135
5.679753,889,8008.812168
1.440725,228,8010.285065
1.286821,200,8018.46733
1.575892,244,8020.103138
2.733064,396,8022.656438
6.811266,1000,8029.183262
0.725332,139,8030.17981
1.113525,180,8031.339348
6.325315,899,8036.914052
3.44972,583,8040.529326
1.283855,216,8041.927527
2.508462,401,8044.539379
6.369519,909,8050.539207
3.765023,543,8054.158518
2.722046,440,8057.0994
4.333753,671,8061.448301
2.270013,355,8063.818832
5.191092,758,8068.821873
4.368397,632,8072.989135
1.14665,190,8074.226876
0.689157,153,8075.225007
3.973935,627,8079.375291
1.314868,218,8080.778761
3.748492,537,8091.242907
4.624002,768,8096.312529
2.265521,357,8098.617363
2.831614,442,8101.542242
3.979707,571,8105.339188
1.077984,182,8106.534838
6.669281,1000,8112.569026
2.722646,422,8115.327715
2.127064,335,8117.499223
3.354199,521,8121.035472
6.86707,1000,8127.583722
2.22935,345,8129.811397
4.168628,619,8133.883102
1.171953,180,8135.019019
6.64175,986,8141.581423
1.898379,299,8143.68608
2.098255,315,8145.721318
3.802359,555,8149.450298
2.625361,433,8152.224366
5.102862,769,8164.139591
3.394502,511,8167.449206
5.15095,763,8172.516207
2.803991,409,8175.25647
3.070142,451,8178.206011
3.310574,484,8181.372506
1.646659,231,8182.757641
0.911647,176,8183.813755
2.803646,483,8186.815422
5.729952,840,8192.733906
6.797419,1000,8198.760387
4.85194,722,8202.965265
2.59742,383,8205.146556
1.177285,201,8206.427911
2.551906,382,8208.63998
1.120745,179,8209.661573
1.623444,244,8211.163737
3.094957,460,8213.771746
1.991983,284,8215.389629
2.158247,313,8217.254182
3.014485,447,8219.821703
1.132353,178,8220.938555
2.496661,383,8223.144723
1.668113,231,8224.451424
2.369392,363,8232.714331
1.992968,323,8234.541809
1.057212,179,8235.647814
3.739786,577,8238.942924
2.200447,332,8240.942019
3.125841,460,8243.55019
5.229506,755,8247.926439
1.703822,268,8249.458598
3.380321,488,8252.313502
6.782067,1000,8258.12671
1.933792,334,8260.130485
1.149958,183,8261.144015
2.053039,377,8263.267034
6.950672,1000,8269.119672
2.565107,407,8271.560863
1.589292,270,8273.105893
1.017231,190,8274.188161
5.253565,777,8278.688866
3.40935,506,8281.660244
2.617509,425,8284.080075
2.594028,429,8286.622958
2.475396,423,8295.295371
0.5905,137,8296.075647
4.107827,602,8299.683427
3.886708,592,8303.030912
3.693159,563,8306.325388
6.54794,1000,8312.101054
1.634702,292,8313.778496
3.082235,503,8316.703753
4.338052,639,8320.438111
2.644508,406,8322.762305
1.648362,264,8324.352641
6.924582,1000,8330.177341
2.02047,321,8331.985382
6.603949,994,8337.715463
0.972387,186,8338.860198
3.665331,531,8341.91455
2.627117,383,8344.149862
1.511755,224,8345.403058
3.354519,485,8348.17047
2.565326,388,8350.482432
3.17439,496,8359.467133
2.954597,487,8362.242915
2.689695,405,8364.634069
1.081418,176,8365.650418
4.555996,690,8369.650613
1.188793,206,8370.850012
2.801362,438,8373.431416
4.158651,622,8376.958224
2.75984,423,8379.440737
4.464069,666,8383.32074
2.524093,389,8385.543954
0.762533,177,8386.563646
3.173823,452,8389.232028
6.086467,912,8394.488589
4.172936,618,8398.107429
6.744682,1000,8403.907051
6.708113,1000,8409.651494
4.472217,700,8413.746864
1.754418,267,8415.254855
5.763015,847,8426.356808
6.649601,959,8431.898777
0.860871,155,8432.869721
6.240082,925,8438.232423
2.827453,456,8440.801821
2.273286,356,8442.925156
2.945252,485,8445.706091
1.811898,297,8447.541954
4.667945,729,8451.753766
6.764559,1000,8457.582843
2.621368,406,8459.875581
2.003583,342,8461.962483
2.710271,389,8464.142805
5.056181,728,8468.379819
4.007728,579,8471.708441
3.128243,450,8474.317632
3.067612,445,8476.962245
4.235062,623,8480.498646
1.621759,293,8488.405214
2.906781,499,8491.326671
4.498198,648,8494.985208
2.574644,436,8497.542594
2.603488,388,8499.744645
6.069196,941,8505.146233
3.486236,510,8508.124166
6.534784,1000,8513.935115
2.947907,445,8516.577315
2.788511,464,8519.212187
3.832004,557,8522.483129
1.371878,239,8523.848207
2.99558,455,8526.507564
1.623309,247,8527.912449
2.66908,445,8530.455895
1.719979,261,8532.016827
1.604075,299,8533.708424
5.292982,741,8538.044117
6.803819,1000,8543.913478
4.006171,617,8553.655134
6.666139,1000,8559.411769
3.599449,523,8562.44008
2.679613,379,8564.580879
1.12686,177,8565.664353
3.071871,469,8568.336298
1.144259,192,8569.447821
1.635806,262,8571.044751
6.711133,1000,8576.827868
4.573828,695,8580.884707
1.300614,208,8582.092077
1.192677,290,8583.749032
4.561671,659,8587.611284
3.00101,438,8590.210768
6.72334,1000,8595.9962
1.979336,322,8597.839958
1.901559,337,8599.924405
6.414028,971,8605.512371
2.610427,410,8607.807706
2.070498,314,8609.714586
4.176862,635,8619.576883
6.77828,1000,8625.356001
1.63748,260,8626.840419
2.215344,367,8628.958592
6.850689,1000,8634.924456
2.210023,325,8636.764148
1.976149,322,8638.616533
4.572058,717,8642.808453
6.531869,1000,8648.604314
2.432398,407,8650.967556
2.989784,425,8653.380778
6.512267,1000,8659.277373
5.569899,851,8664.110932
2.445567,389,8666.362976
4.404663,678,8670.324579
1.590043,254,8671.77702
3.563783,567,8681.209478
5.848014,800,8685.8477
6.717567,1000,8691.681517
2.993572,427,8694.201119
6.899971,1000,8699.9802
4.400023,662,8703.836643
6.902523,1000,8709.612519
1.002116,174,8710.604579
1.264803,216,8711.83323
5.04384,713,8715.972929
5.132663,775,8720.516459
6.541411,1000,8726.242796
1.028994,222,8727.493848
2.267875,371,8729.681701
3.874238,565,8732.891545
2.068306,310,8734.740852
2.606085,440,8737.269944
2.999758,478,8746.154035
5.25977,811,8750.896732
5.604364,830,8755.701726
4.055819,592,8759.157667
0.981948,183,8760.203012
0.917331,193,8761.303778
4.136393,604,8764.797527
3.05632,496,8767.727237
6.792602,1000,8773.47675
1.409248,209,8774.663656
3.042108,488,8777.52529
6.69468,1000,8783.381326
4.130848,600,8786.779491
2.761164,428,8789.301105
0.97672,183,8790.340144
6.848928,1000,8796.130883
1.115737,194,8797.318958
1.601376,233,8798.640439
2.432174,389,8800.856352
5.967007,885,8812.247888
4.204513,706,8816.262291
6.950498,1000,8822.118898
6.712244,1000,8827.857812
2.624154,404,8830.159444
4.840681,729,8834.405591
1.033897,176,8835.409997
3.234969,437,8837.996717
6.93536,1000,8843.80004
4.34638,691,8847.78716
3.043369,452,8850.349954
3.079427,462,8853.068899
2.61144,395,8855.337438
3.717215,550,8858.56882
2.129535,344,8860.523869
3.501694,544,8863.7766
2.13942,323,8865.616338
4.578082,682,8875.698715
1.193891,198,8876.919702
4.84764,660,8880.712539
3.597468,516,8883.698596
5.205547,711,8887.831259
1.490757,244,8889.258671
2.687552,434,8891.858964
2.189594,352,8893.87261
1.542989,237,8895.223769
4.081153,620,8898.86073
1.201944,269,8900.47264
2.040471,343,8902.456762
6.709126,961,8907.966762
1.603847,273,8909.517783
2.53505,402,8911.89709
3.56156,535,8914.956744
0.636198,126,8915.793905
1.979208,316,8917.577102
3.767804,552,8920.872146
6.848041,1000,8926.654838
1.289076,224,8927.936043
5.237505,785,8938.604602
3.408553,527,8941.700935
0.488889,114,8942.345226
5.184223,792,8946.945599
2.191969,358,8948.99998
2.564856,383,8951.26861
1.730061,281,8952.876046
1.564318,263,8954.374451
2.127765,310,8956.19182
6.754952,1000,8962.064166
6.837403,1000,8967.83164
2.764768,392,8970.163984
3.514233,557,8973.297873
2.292852,353,8975.420398
5.971054,880,8980.574224
1.892271,310,8982.342584
0.033839,24,8982.476177
3.755656,553,8985.706597
6.97967,1000,8991.504941
5.998778,904,9002.842205
1.563814,274,9004.465313
1.181789,200,9005.599107
3.198744,465,9008.257092
3.737387,599,9011.800191
2.235918,329,9013.667276
4.122405,666,9017.529419
4.24753,615,9021.162888
3.283066,483,9024.039243
1.477896,229,9025.343062
1.77705,280,9026.961581
5.388581,814,9031.658419
2.540287,406,9034.071335
5.298762,747,9038.347825
3.349602,501,9041.263042
1.887745,267,9042.778873
1.029175,163,9043.803422
4.655934,661,9047.580083
2.609717,396,9049.923034
1.19001,197,9051.043307
2.279159,411,9053.461039
1.210689,184,9054.546134
6.914968,1000,9066.41123
6.565115,1000,9072.167568
6.644678,1000,9078.120143
2.694616,393,9080.37061
5.821371,844,9085.29595
2.090628,337,9087.198202
3.297963,513,9090.178524
2.032289,312,9091.948164
4.161099,614,9095.567596
6.741759,1000,9101.281297
3.57385,525,9104.354356
2.686118,440,9106.872622
2.963762,485,9109.764988
0.342402,83,9110.236772
1.134373,174,9111.253319
2.634897,381,9113.512765
5.119306,780,9118.043716
3.812908,541,9121.095015
3.673674,534,9130.403154
2.044369,304,9132.231752
1.647539,228,9133.5215
5.489361,846,9138.452445
2.550177,414,9140.827183
3.15369,514,9143.837069
4.522618,664,9147.68357
1.682745,288,9149.305927
3.890193,607,9152.845522
1.799867,309,9154.626371
3.068325,485,9157.482417
0.993425,167,9158.486456
1.732219,294,9160.180953
3.535152,526,9163.210267
3.986362,605,9166.729448
1.091063,171,9167.707149
2.670883,434,9170.178795
1.610623,265,9171.780979
1.516949,228,9173.06851
3.216396,521,9176.039944
2.718327,402,9178.393689
4.756704,702,9182.439131
2.095637,318,9184.233984
1.6825,294,9185.927744
5.347334,791,9196.686635
3.988646,592,9200.14502
2.584764,376,9202.374655
2.664274,402,9204.661097
3.697052,568,9207.928677
2.194684,357,9209.962898
1.161317,223,9211.32731
4.680524,695,9215.273337
1.58328,266,9216.878802
1.47947,214,9218.100093
6.367617,956,9223.665131
6.87481,1000,9229.444354
3.055261,471,9232.19945
1.395585,270,9233.75635
3.337558,496,9236.64765
1.706994,289,9238.302684
2.438115,415,9240.769536
2.37983,357,9242.780227
2.598935,420,9245.171895
6.347125,908,9250.545475
1.62308,229,9257.897752
4.113146,573,9261.246296
2.585854,398,9263.515476
3.147743,452,9266.158033
5.497053,828,9270.956932
5.444175,794,9275.560369
3.73579,577,9278.838299
3.531346,539,9282.002654
4.161856,588,9285.45372
2.427162,388,9287.668939
2.568609,385,9290.001558
3.033052,441,9292.502217
1.102834,207,9293.673697
1.033201,164,9294.744063
2.064138,305,9296.496645
4.888798,746,9300.81756
2.109833,319,9302.627546
3.05268,442,9305.240738
3.82073,608,9308.701373
2.075222,311,9310.554508
1.547381,241,9311.937711
2.208877,337,9313.873802
1.712304,280,9315.558446
6.832136,1000,9327.442036
6.622003,1000,9333.22388
5.582505,827,9338.077856
3.062346,466,9340.829085
2.171587,308,9342.581885
1.746671,266,9344.196904
6.734939,972,9349.841778
2.516655,380,9351.996353
5.701407,825,9356.755038
3.132132,441,9359.361041
1.617296,243,9360.738654
1.573959,273,9362.282735
4.822233,754,9366.676718
3.627692,522,9369.735929
4.846614,699,9373.80278
4.054579,633,9377.397544
2.437891,457,9380.147922
7.051628,1000,9392.031987
4.53901,658,9395.920212
4.61059,684,9399.835017
2.056732,324,9401.693116
3.727484,531,9404.765862
1.618175,283,9406.390107
3.841786,545,9409.625609
2.502025,356,9411.650385
6.693711,1000,9417.38108
5.619424,803,9422.055585
6.687103,1000,9427.902732
1.351881,229,9429.194075
1.683831,256,9430.661091
2.531722,383,9432.981475
6.258833,879,9438.093616
1.478814,228,9439.39545
3.049988,495,9442.224444
2.17674,343,9444.239627
2.147637,309,9452.092592
2.645554,378,9454.311894
4.029086,627,9457.976069
1.197282,254,9459.448533
6.914609,1000,9465.275769
4.20558,634,9469.002513
3.012025,452,9471.592021
4.166686,611,9475.168674
2.644875,405,9477.583466
5.044961,723,9481.708152
2.356459,347,9483.764703
3.325849,490,9486.555039
3.908728,648,9490.351734
2.031964,352,9492.446234
6.278334,913,9497.681002
3.351523,503,9500.618053
6.137191,883,9505.759793
1.515217,286,9507.488157
2.323646,388,9515.802844
2.950822,448,9518.434015
3.163476,478,9521.169809
1.533835,243,9522.630738
3.25627,502,9525.461647
2.798388,414,9527.94277
1.527496,247,9529.3634
6.45974,1000,9535.137562
4.090507,612,9538.775506
1.897524,311,9540.560596
1.080929,196,9541.753593
2.044664,370,9543.851577
6.564588,1000,9549.703672
6.793216,1000,9555.515488
1.85511,297,9557.259844
1.940694,302,9558.979743
3.167902,491,9561.862927
6.393684,940,9567.293578
3.07643,460,9569.907415
4.068373,580,9579.439215
1.185635,197,9580.671283
4.119538,578,9583.975622
6.391668,1000,9589.775687
4.024824,598,9593.277312
1.032777,192,9594.374458
2.391494,381,9596.639786
3.373479,462,9599.268311
5.956379,863,9604.242221
3.395593,546,9607.471196
2.178387,301,9609.195072
2.658851,418,9611.691395
6.921275,1000,9617.457825
2.141145,365,9619.588926
5.931155,839,9624.450471
3.065385,450,9627.038929
4.122342,606,9630.57835
1.640296,304,9632.302081
0.967789,206,9633.470204
2.61587,381,9635.73871
4.221938,619,9645.475481
3.930034,664,9649.254237
4.090912,632,9652.931888
3.907497,635,9656.657669
2.624204,395,9658.889698
2.623586,383,9661.158985
0.699763,129,9661.8889
3.075649,472,9664.648395
4.434464,666,9668.455755
3.482675,573,9671.809736
1.659937,246,9673.206429
2.109775,301,9675.006902
1.179371,197,9676.126147
2.13509,372,9678.27018
6.868977,1000,9684.199019
2.593355,387,9686.394857
4.012329,642,9690.143505
2.458452,361,9692.191581
6.644729,1000,9697.992837
2.396199,371,9700.210035
3.432687,510,9709.357087
3.023185,442,9711.870906
2.934817,450,9714.509891
1.677692,270,9716.027176
3.157721,451,9718.69558
3.053961,482,9721.420579
4.075292,631,9725.171557
4.011045,592,9728.64225
2.633751,358,9730.675781
2.862716,427,9733.098966
1.140897,169,9734.155747
2.218403,353,9736.142163
2.779475,474,9738.964359
4.047694,622,9742.510531
3.75961,584,9745.93212
5.910947,829,9750.723301
1.504573,247,9752.121878
0.214345,55,9752.434839
6.97405,1000,9758.30338
1.077679,170,9759.284843
5.021117,751,9763.677739
2.710243,375,9771.95813
1.036241,184,9773.074864
2.601535,374,9775.173086
2.607144,401,9777.461459
1.566133,249,9778.99319
1.488359,261,9780.481893
1.700326,249,9781.906379
4.191948,624,9785.52637
1.632109,275,9787.100357
4.224097,622,9790.737828
2.88616,447,9793.33433
2.965834,444,9795.845848
2.584268,367,9798.072086
2.839927,459,9800.707038
6.927052,1000,9806.474084
2.926636,419,9808.936516
2.528741,392,9811.159117
2.786079,433,9813.735095
2.837967,412,9816.070691
1.714666,295,9817.854998
3.248322,478,9820.620854
2.961764,438,9823.191122
2.956687,453,9825.763072
1.159337,197,9826.885554
6.836935,1000,9838.866972
6.298052,882,9843.997544
3.685249,520,9847.090124
4.902822,772,9851.51429
2.130394,346,9853.585454
1.20452,171,9854.550245
1.55228,246,9855.964957
3.148261,454,9858.708755
5.184679,733,9862.994399
2.106635,323,9864.811701
1.17531,205,9865.972916
3.808541,540,9869.139761
4.035404,632,9872.818708
4.61661,667,9876.614692
3.065373,501,9879.575487
6.545768,1000,9885.333345
2.645894,360,9887.491347
2.57502,397,9889.779205
1.476324,227,9891.085013
4.774472,656,9901.020949
2.239717,359,9903.192334
3.90318,556,9906.450415
2.545293,392,9908.664853
2.291802,363,9910.73233
6.840729,1000,9916.640789
4.611581,678,9920.554697
2.034377,311,9922.460215
6.641191,1000,9928.284551
3.075342,431,9930.753545
3.473444,556,9933.966188
4.005197,612,9937.523587
2.096077,315,9939.305308
3.738333,546,9942.53964
2.861198,466,9945.190509
1.073151,198,9946.422436
6.944713,1000,9952.220166
1.595184,271,9953.762453
1.17143,230,9955.073726
3.185999,510,9958.04152
5.235956,781,9968.614112
6.928621,1000,9974.387487
2.529508,385,9976.656375
3.422054,488,9979.452868
2.480606,383,9981.726642
1.076897,203,9982.885211
5.171316,730,9987.157721
3.891564,612,9990.709882
6.249437,898,9995.882201
1.136125,182,9996.894834
2.573792,375,9999.027487
3.046796,458,10001.729929
4.070262,614,10005.329762
3.206733,530,10008.330842
2.983257,446,10011.009527
2.976886,449,10013.577302
2.326536,363,10015.741466
4.150583,588,10019.070328
6.253888,913,10030.554908
3.228149,477,10033.288823
1.187908,198,10034.499676
2.557651,375,10036.638006
3.141278,466,10039.410732
4.458836,660,10043.18855
2.570241,409,10045.617735
6.677384,1000,10051.366076
1.565245,273,10052.927798
3.102501,460,10055.642856
1.719492,269,10057.181577
3.177682,505,10060.14942
2.406296,394,10062.377303
7.03428,1000,10068.190278
7.053421,1000,10074.008402
4.642624,700,10078.06338
3.200374,471,10080.81849
1.114361,195,10081.923553
2.021854,317,10083.738902
3.022613,450,10086.361533
2.152841,309,10094.409608
1.420456,238,10095.731151
2.508162,371,10097.867148
2.798781,421,10100.413821
2.673187,398,10102.675693
4.641171,696,10106.765853
2.71173,418,10109.234489
2.35108,336,10111.165611
6.834826,1000,10116.912244
3.171491,458,10119.597324
1.647414,251,10121.033998
2.010674,340,10122.96938
1.063584,191,10124.162908
2.721245,412,10126.485696
1.730947,273,10128.052794
2.928085,459,10130.786072
1.583545,218,10132.028915
6.053573,877,10137.138256
1.037721,171,10138.118856
5.16382,775,10142.571743
3.605,538,10145.716555
4.724094,662,10149.584715
1.721047,235,10157.086133
1.665176,236,10158.531406
3.497155,527,10161.514003
2.467067,353,10163.622837
2.542554,385,10165.798037
5.265837,777,10170.275025
5.063588,757,10174.69627
2.560948,398,10176.96189
3.582428,545,10180.125502
6.836151,1000,10185.961417
5.681211,818,10190.821308
1.575988,254,10192.26359
2.656812,362,10194.418976
2.648793,391,10196.644673
7.125623,1000,10202.415819
5.511952,824,10207.195266
2.258206,319,10209.096605
2.089381,322,10210.938579
3.028125,450,10213.593718
2.115267,292,10221.391086
2.024213,297,10223.173528
4.375888,676,10227.073973
1.045423,163,10227.985873
3.161775,461,10230.578928
5.031692,746,10234.939689
0.090039,25,10235.081312
2.636012,416,10237.5398
4.189802,568,10240.765497
7.085014,1000,10246.566449
1.071959,183,10247.759137
3.157649,463,10250.398103
2.194057,341,10252.434911
2.568981,379,10254.573582
2.27741,339,10256.50674
6.105777,888,10261.738576
3.531715,527,10264.767653
2.152065,313,10266.585887
4.071002,590,10270.011389
6.748574,1000,10275.806976
0.117645,30,10275.984904
0.656483,143,10276.892574
4.079069,586,10286.442058
3.767947,531,10289.47135
6.014098,879,10294.53349
2.368962,374,10296.736881
0.655168,125,10297.450441
2.957532,447,10300.009343
2.897922,438,10302.622417
4.025376,616,10306.31128
1.144513,172,10307.270575
3.230182,484,10310.046115
3.497316,537,10313.229756
4.196582,614,10316.859985
1.70164,273,10318.414029
2.678974,404,10320.724145
3.672926,511,10323.718255
2.64781,403,10326.113171
2.198622,344,10328.071429
1.957701,290,10329.718169
4.08368,617,10333.315598
5.642226,873,10338.375528
2.142273,322,10340.226538
3.615898,530,10343.334626
1.520582,229,10350.888341
2.410192,346,10352.8597
1.564444,252,10354.308587
5.212432,756,10358.700796
5.495854,803,10363.394058
1.660702,258,10364.883428
1.993398,310,10366.752308
1.129342,170,10367.733113
5.141483,715,10371.884162
3.853989,608,10375.458223
2.146034,321,10377.291178
1.69263,299,10379.007605
1.145299,192,10380.176349
1.643728,240,10381.591585
1.536337,251,10383.010109
1.026137,204,10384.179714
2.95847,479,10386.984948
6.877951,1000,10392.780654
0.081099,31,10392.954296
4.239437,616,10396.585793
4.537664,710,10400.847769
5.090053,752,10405.179292
1.974558,291,10406.870646
4.390933,628,10416.710923
1.618251,265,10418.214072
2.881707,489,10421.096953
5.114327,731,10425.393743
2.209023,327,10427.258995
5.511148,786,10431.846859
3.77956,520,10434.906237
3.686372,538,10437.975515
7.07133,1000,10443.736433
2.953792,444,10446.326566
6.900259,1000,10452.104975
1.666093,255,10453.573109
1.235711,189,10454.754127
3.0314,461,10457.359235
2.221328,351,10459.481478
2.222036,375,10461.618612
4.681338,701,10465.683027
1.09605,184,10466.713652
2.525483,351,10468.713096
4.810701,686,10478.913373
6.646193,948,10484.402877
1.181415,202,10485.550165
1.822731,330,10487.408414
3.066236,486,10490.339615
1.71816,246,10491.757109
6.942887,1000,10497.542514
3.605498,565,10500.865913
4.2844,586,10504.274244
2.610874,384,10506.462381
6.612509,959,10512.010258
1.742485,257,10513.487631
5.205058,790,10518.153527
2.196138,331,10520.171582
3.713329,517,10523.12362
1.610647,227,10524.491969
1.59941,236,10525.80961
2.661363,387,10528.028706
3.179728,490,10530.879013
2.063857,310,10532.650997
4.524625,687,10542.767854
1.599243,253,10544.286883
1.695874,259,10545.741161
6.956854,1000,10551.576312
4.017581,620,10555.15458
6.763157,973,10560.804396
1.109784,206,10561.972781
2.597117,432,10564.537607
6.64041,1000,10570.349301
1.635199,243,10571.727895
6.21795,871,10576.764824
4.670602,663,10580.690259
3.216308,467,10583.433663
2.897638,469,10586.111334
1.878743,307,10587.967642
5.683396,799,10592.510561
